Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2022-05-27T00:30,1.645,2.37,5.625,9.023,70,22.65
2022-05-27T01:00,1.564,2.42,5.715,9.355,73,22.6
2022-05-27T01:30,1.523,2.34,5.288,9.33,67,22.5
2022-05-27T02:00,1.365,2.3,5.573,10.179,70,22.6
2022-05-27T02:30,1.415,2.11,5.453,9.868,74,22.8
2022-05-27T03:00,1.523,2.56,5.799,9.347,77,22.9
2022-05-27T03:30,1.337,2.16,5.582,9.597,68,22.95
2022-05-27T04:00,1.369,2.15,5.719,9.337,66,22.9
2022-05-27T04:30,1.35,1.98,5.535,8.936,77,23.25
2022-05-27T05:00,1.347,2.13,5.634,8.493,80,23.25
2022-05-27T05:30,1.276,2.15,5.407,9.317,78,23.4
2022-05-27T06:00,1.314,2.24,5.241,8.186,80,23.4
2022-05-27T06:30,1.283,2.24,5.233,8.219,80,23.4
2022-05-27T07:00,1.408,2.17,5.318,9.651,84,23.45
2022-05-27T07:30,1.423,2.45,5.136,8.892,75,23.5
2022-05-27T08:00,1.48,2.41,5.338,8.157,78,23.55
2022-05-27T08:30,1.457,2.32,5.185,9.234,70,23.55
2022-05-27T09:00,1.383,2.18,5.067,8.973,67,23.6
2022-05-27T09:30,1.569,2.63,5.3,9.282,64,23.55
2022-05-27T10:00,1.513,2.61,5.299,7.29,63,23.55
2022-05-27T10:30,1.521,2.48,5.301,8.85,63,23.55
2022-05-27T11:00,1.587,2.66,5.479,7.853,67,23.55
2022-05-27T11:30,1.522,2.51,5.553,7.278,68,23.5
2022-05-27T12:00,1.453,2.45,5.9,9.782,75,22.6
2022-05-27T12:30,1.414,2.24,5.753,8.823,71,22.45
2022-05-27T13:00,1.44,2.68,6.01,9.27,70,22.6
2022-05-27T13:30,1.461,2.3,5.929,9.629,63,22.55
2022-05-27T14:00,1.34,2.22,5.959,8.482,75,22.5
2022-05-27T14:30,1.258,1.92,6.021,9.735,73,22.4
2022-05-27T15:00,1.316,2.31,6.052,9.405,66,22.5
2022-05-27T15:30,1.335,2.38,6.43,9.281,64,22.75
2022-05-27T16:00,1.278,2.24,6.368,9.251,75,23
2022-05-27T16:30,1.363,1.97,6.304,9.412,78,23.05
2022-05-27T17:00,1.32,2.31,6.391,8.95,74,23.15
2022-05-27T17:30,1.343,2.18,6.417,8.986,80,23.2
2022-05-27T18:00,1.323,2.72,6.096,9.309,83,23.2
2022-05-27T18:30,1.399,2.23,6.017,9.762,87,23.2
2022-05-27T19:00,1.341,2.22,6.29,10.037,78,23.35
2022-05-27T19:30,1.468,2.6,5.936,9.517,87,23.5
2022-05-27T20:00,1.552,2.63,6.242,9.396,88,23.6
2022-05-27T20:30,1.524,2.92,5.974,10.046,87,23.65
2022-05-27T21:00,1.522,2.3,6.286,10.147,80,23.65
2022-05-27T21:30,1.616,2.31,6.114,10.18,81,23.65
2022-05-27T22:00,1.623,3.11,6.119,8.898,67,23.7
2022-05-27T22:30,1.786,2.97,6.312,9.418,64,23.7
2022-05-27T23:00,1.684,2.63,6.123,9.251,66,23.65
2022-05-27T23:30,1.849,2.59,6.439,9.962,64,23.55
2022-05-28T00:00,1.833,3.21,6.285,10.177,75,23.5
2022-05-28T00:30,1.682,2.44,6.443,9.838,78,23.45
2022-05-28T01:00,1.441,2.46,6.154,9.199,84,22.8
2022-05-28T01:30,1.348,2.29,5.806,10.143,81,22.65
2022-05-28T02:00,1.537,2.29,6.47,9.78,77,22.65
2022-05-28T02:30,1.445,2.37,6.429,9.917,71,22.6
2022-05-28T03:00,1.393,2.36,6.478,9.754,75,22.55
2022-05-28T03:30,1.392,2.32,6.298,9.489,78,22.65
2022-05-28T04:00,1.344,2.19,6.57,9.906,75,22.5
2022-05-28T04:30,1.297,1.95,6.172,10.165,71,22.8
2022-05-28T05:00,1.473,3.11,6.636,9.737,80,23
2022-05-28T05:30,1.308,2.13,5.992,9.798,88,23.1
2022-05-28T06:00,1.485,2.67,6.494,9.665,78,23.15
2022-05-28T06:30,1.413,2.46,6.756,10.008,83,23.2
2022-05-28T07:00,1.464,2.9,6.204,10.197,84,23.25
2022-05-28T07:30,1.434,2.51,6.2,9.776,87,23.3
2022-05-28T08:00,1.475,3.3,6.158,9.825,80,23.3
2022-05-28T08:30,1.427,2.84,6.325,9.198,81,23.35
2022-05-28T09:00,1.537,3.23,6.68,9.769,75,23.4
2022-05-28T09:30,1.543,2.44,6.452,8.976,70,23.45
2022-05-28T10:00,1.544,2.33,6.654,8.913,74,23.5
2022-05-28T10:30,1.655,2.4,6.842,9.689,71,23.45
2022-05-28T11:00,1.525,2.59,6.652,10.08,71,23.4
2022-05-28T11:30,1.566,2.31,7.159,9.78,68,23.45
2022-05-28T12:00,1.574,2.65,7.233,10.194,73,22.9
2022-05-28T12:30,1.663,2.62,7.876,10.667,57,22.8
2022-05-28T13:00,1.54,2.48,7.589,10.379,74,22.8
2022-05-28T13:30,1.578,2.64,7.881,10.668,70,22.75
2022-05-28T14:00,1.592,2.55,7.718,10.732,66,22.7
2022-05-28T14:30,1.682,3.11,7.734,10.287,73,22.75
2022-05-28T15:00,1.531,2.11,7.917,10.207,75,22.75
2022-05-28T15:30,1.505,2.48,7.754,10.287,75,22.6
2022-05-28T16:00,1.337,2.09,7.479,9.767,70,22.6
2022-05-28T16:30,1.524,2.42,8.311,10.622,84,22.6
2022-05-28T17:00,1.561,2.33,8.112,10.602,77,22.7
2022-05-28T17:30,1.473,2.23,8.287,9.76,78,22.7
2022-05-28T18:00,1.652,2.5,8.502,10.332,78,22.7
2022-05-28T18:30,1.5,2.53,8.073,10.57,80,22.65
2022-05-28T19:00,1.599,2.61,8.577,10.78,77,22.55
2022-05-28T19:30,1.555,2.46,8.266,10.783,81,22.4
2022-05-28T20:00,1.501,2.63,8.263,10.131,77,22.3
2022-05-28T20:30,1.488,2.56,7.809,10.285,75,22.3
2022-05-28T21:00,1.522,2.17,8.02,10.767,78,22.25
2022-05-28T21:30,1.51,2.7,8.085,10.298,80,22.45
2022-05-28T22:00,1.581,2.39,7.547,10.831,83,22.5
2022-05-28T22:30,1.61,2.39,7.812,10.311,84,22.5
2022-05-28T23:00,1.771,2.94,7.45,10.299,83,22.55
2022-05-28T23:30,1.773,3.43,7.423,10.24,84,22.6
2022-05-29T00:00,1.795,3.1,7.808,10.273,87,22.7
2022-05-29T00:30,1.674,2.63,7.352,10.283,84,22.85
2022-05-29T01:00,1.583,2.65,6.997,10.836,84,22.85
2022-05-29T01:30,1.652,2.8,7.415,10.185,85,22.8
2022-05-29T02:00,1.567,2.52,7.523,10.307,90,22.8
2022-05-29T02:30,1.44,2.61,6.849,10.698,92,22.9
2022-05-29T03:00,1.485,2.37,7.181,11.369,92,23.05
2022-05-29T03:30,1.484,2.49,7.25,10.399,87,23.15
2022-05-29T04:00,1.316,2.39,6.729,10.793,91,22.8
2022-05-29T04:30,1.241,2.3,6.014,11.342,85,22.8
2022-05-29T05:00,1.144,1.93,5.915,11.24,85,22.8
2022-05-29T05:30,1.07,1.84,5.874,10.303,85,22.8
2022-05-29T06:00,1.2,1.98,6.641,11.249,78,22.8
2022-05-29T06:30,1.196,1.94,6.856,11.292,80,22.85
2022-05-29T07:00,1.23,2,6.52,11.402,81,22.8
2022-05-29T07:30,1.165,2.07,6.292,11.299,85,22.85
2022-05-29T08:00,1.215,1.95,6.421,11.014,84,22.85
2022-05-29T08:30,1.184,2.02,6.32,10.97,88,22.9
2022-05-29T09:00,1.074,1.84,6.3,10.412,81,23
2022-05-29T09:30,1.174,1.8,6.892,10.894,85,23.05
2022-05-29T10:00,1.07,1.75,6.95,10.86,78,23.05
2022-05-29T10:30,1.151,1.86,7.17,10.269,75,23.2
2022-05-29T11:00,1.133,1.79,7.106,11.107,77,23.2
2022-05-29T11:30,1.205,1.94,6.866,10.25,73,23.2
2022-05-29T12:00,1.2,1.99,6.803,10.202,77,23.3
2022-05-29T12:30,1.272,2.06,6.029,10.71,80,23.5
2022-05-29T13:00,1.177,2.28,6.318,10.622,78,22.9
2022-05-29T13:30,1.098,1.85,6.545,10.95,71,22.55
2022-05-29T14:00,1.106,1.86,6.065,10.969,70,22.55
2022-05-29T14:30,1.141,1.871,6.188,10.757,70,22.5
2022-05-29T15:00,1.069,1.98,5.319,10.815,73,22.5
2022-05-29T15:30,0.982,1.62,5.583,10.27,78,22.65
2022-05-29T16:00,0.868,1.87,5.342,11.281,83,22.7
2022-05-29T16:30,0.864,1.46,5.86,10.867,78,22.75
2022-05-29T17:00,0.792,1.43,5.395,10.722,83,22.7
2022-05-29T17:30,0.793,1.47,6.078,10.725,85,22.65
2022-05-29T18:00,0.795,1.48,5.758,9.449,81,22.6
2022-05-29T18:30,0.728,1.07,6.274,10.836,88,22.65
2022-05-29T19:00,0.71,1.14,6.087,10.29,87,22.7
2022-05-29T19:30,0.715,1.29,5.932,10.48,83,22.85
2022-05-29T20:00,0.663,1.26,5.776,11.012,83,22.85
2022-05-29T20:30,0.649,1.06,5.291,10.8,84,22.95
2022-05-29T21:00,0.572,1.09,5.346,9.897,83,23
2022-05-29T21:30,0.638,1.21,5.136,10.817,84,23.05
2022-05-29T22:00,0.564,1.17,4.522,10.793,84,23
2022-05-29T22:30,0.549,1.23,4.614,10.251,85,23.1
2022-05-29T23:00,0.609,1,5.014,10.284,83,23
2022-05-29T23:30,0.646,1.23,4.916,10.652,83,23
2022-05-30T00:00,0.583,1.08,4.977,9.864,77,22.95
2022-05-30T00:30,0.561,1.26,5.171,10.331,75,22.95
2022-05-30T01:00,0.566,0.9,5.517,9.952,78,23.05
2022-05-30T01:30,0.564,0.91,5.156,10.606,81,23.2
2022-05-30T02:00,0.578,1.07,5.151,9.488,84,23.05
2022-05-30T02:30,0.557,1.04,5.396,9.838,83,23.4
2022-05-30T03:00,0.58,0.97,5.581,10.243,83,23.4
2022-05-30T03:30,0.434,0.91,4.338,9.787,84,23.4
2022-05-30T04:00,0.453,0.84,5.303,9.407,74,22.65
2022-05-30T04:30,0.443,0.86,5.653,10.004,75,22.65
2022-05-30T05:00,0.459,0.79,6.041,10.581,85,22.5
2022-05-30T05:30,0.464,0.79,6.444,10.247,92,22.45
2022-05-30T06:00,0.439,0.68,7.025,9.954,81,22.3
2022-05-30T06:30,0.465,0.76,7.106,9.995,77,22.2
2022-05-30T07:00,0.46,0.87,7.348,9.769,83,22.15
2022-05-30T07:30,0.429,0.67,7.647,10.319,78,22.35
2022-05-30T08:00,0.49,0.87,7.32,10.031,81,22.4
2022-05-30T08:30,0.455,0.73,6.718,10.324,87,21.9
2022-05-30T09:00,0.444,0.76,5.881,10.35,92,22.05
2022-05-30T09:30,0.449,0.87,5.863,9.282,90,22.4
2022-05-30T10:00,0.442,0.71,5.532,10.754,91,22.65
2022-05-30T10:30,0.433,0.82,5.347,10.366,88,22.65
2022-05-30T11:00,0.448,0.9,4.795,10.29,99,22.65
2022-05-30T11:30,0.475,0.84,4.706,11.881,101,22.6
2022-05-30T12:00,0.533,0.94,4.192,10.278,109,22.55
2022-05-30T12:30,0.546,1.01,4.349,10.245,101,22.85
2022-05-30T13:00,0.523,0.97,4.064,11.005,99,22.8
2022-05-30T13:30,0.514,1.07,4.303,10.229,98,22.8
2022-05-30T14:00,0.578,1.01,4.106,10.385,91,22.85
2022-05-30T14:30,0.59,0.97,4.156,11.712,95,22.9
2022-05-30T15:00,0.687,1.17,4.217,10.79,98,22.8
2022-05-30T15:30,0.684,1.38,3.819,3.481,81,22.65
2022-05-30T16:00,0.678,1.3,4.143,10.369,84,22.6
2022-05-30T16:30,0.6,0.93,3.769,10.907,92,22.65
2022-05-30T17:00,0.666,1.07,3.985,9.833,92,22.65
2022-05-30T17:30,0.668,1.03,3.946,3.74,81,22.85
2022-05-30T18:00,0.682,1.27,3.696,12.019,111,22.95
2022-05-30T18:30,0.795,1.43,3.784,12.02,85,22.85
2022-05-30T19:00,0.932,1.46,3.814,4.21,21,22.8
2022-05-30T19:30,1.008,1.77,3.826,4.382,25,22.75
2022-05-30T20:00,1.21,2.4,4.069,4.301,21,22.7
2022-05-30T20:30,1.214,2.227,4.194,5.348,15,22.6
2022-05-30T21:00,1.311,2.72,4.257,5.207,23,22.65
2022-05-30T21:30,1.199,1.94,4.283,5.784,19,22.65
2022-05-30T22:00,1.318,2.3,4.379,5.328,30,22.6
2022-05-30T22:30,1.264,2.14,4.613,5.865,19,22.65
2022-05-30T23:00,1.258,2.04,4.646,6.17,28,22.7
2022-05-30T23:30,1.23,2.089,4.188,6.061,38,22.8
2022-05-31T00:00,1.115,1.715,4.231,6.342,36,22.85
2022-05-31T00:30,1.12,1.78,4.314,6.771,35,22.95
2022-05-31T01:00,1.121,1.85,4.476,6.319,33,23.05
2022-05-31T01:30,1.167,1.998,4.614,6.7,40,23.1
2022-05-31T02:00,1.211,2.19,4.549,6.765,38,23.2
2022-05-31T02:30,1.249,2,4.597,6.793,38,23.2
2022-05-31T03:00,1.231,2.18,4.548,6.589,38,23.2
2022-05-31T03:30,1.276,2.34,4.555,6.726,39,23.15
2022-05-31T04:00,1.143,1.93,4.357,6.99,38,23.15
2022-05-31T04:30,1.112,1.75,4.472,6.913,40,23.2
2022-05-31T05:00,1.105,1.89,4.447,6.78,32,23.2
2022-05-31T05:30,1.069,1.76,4.273,6.936,36,23.15
2022-05-31T06:00,1.104,1.68,4.346,6.983,35,23.15
2022-05-31T06:30,0.974,1.62,3.995,3.875,33,23.2
2022-05-31T07:00,0.997,1.78,4.121,3.825,282,23.2
2022-05-31T07:30,0.917,1.61,4.153,3.876,36,23.3
2022-05-31T08:00,0.84,1.462,3.854,3.89,274,23.25
2022-05-31T08:30,0.855,1.47,3.85,3.646,272,23.25
2022-05-31T09:00,0.837,1.31,3.708,3.462,38,23.3
2022-05-31T09:30,0.832,1.43,3.883,3.79,265,23.35
2022-05-31T10:00,0.84,1.57,3.688,3.549,263,23.35
2022-05-31T10:30,0.83,1.31,3.8,3.683,258,23.35
2022-05-31T11:00,0.931,1.419,3.62,3.605,272,23.35
2022-05-31T11:30,0.937,1.78,3.689,3.737,274,23.35
2022-05-31T12:00,0.842,1.46,3.548,3.61,268,23.35
2022-05-31T12:30,0.852,1.51,3.553,3.68,267,23.4
2022-05-31T13:00,0.814,1.37,3.743,8.05,271,23.35
2022-05-31T13:30,0.821,1.49,3.765,3.533,45,23.4
2022-05-31T14:00,0.777,1.32,3.577,3.466,47,23.4
2022-05-31T14:30,0.796,1.44,3.938,7.879,258,23.4
2022-05-31T15:00,0.771,1.31,4.036,7.562,46,23.4
2022-05-31T15:30,0.681,1.32,3.75,7.547,43,23.4
2022-05-31T16:00,0.643,1.19,4.009,8.095,40,23.4
2022-05-31T16:30,0.606,1.24,4.009,7.763,40,23.4
2022-05-31T17:00,0.572,1.21,3.701,7.862,39,23.4
2022-05-31T17:30,0.533,1.02,3.792,7.715,38,23.3
2022-05-31T18:00,0.54,0.94,3.947,7.836,39,23.35
2022-05-31T18:30,0.537,0.96,3.772,8.223,43,23.45
2022-05-31T19:00,0.54,1.01,3.881,7.898,43,23.5
2022-05-31T19:30,0.5,0.98,3.7,7.918,47,23.5
2022-05-31T20:00,0.477,0.93,3.579,7.897,40,23.45
2022-05-31T20:30,0.5,0.86,3.555,2.807,42,23.5
2022-05-31T21:00,0.557,0.85,3.526,2.721,43,23.45
2022-05-31T21:30,0.563,0.99,3.442,2.838,282,23.45
2022-05-31T22:00,0.579,1.1,3.337,2.72,275,23.5
2022-05-31T22:30,0.533,1,3.357,7.265,282,23.55
2022-05-31T23:00,0.507,0.91,3.38,2.608,36,23.6
2022-05-31T23:30,0.483,0.81,3.542,6.853,268,23.6
2022-06-01T00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-06-01T00:30,0.483,0.75,3.199,2.54,-99.9,-99.9
2022-06-01T01:00,0.481,0.81,3.201,7.471,285,23.4
2022-06-01T01:30,0.505,0.81,3.271,7.822,47,23.35
2022-06-01T02:00,0.428,0.69,3.159,7.255,38,23.2
2022-06-01T02:30,0.421,0.76,3.308,6.953,40,23.2
2022-06-01T03:00,0.396,0.64,3.346,7.394,264,23.2
2022-06-01T03:30,0.403,0.68,3.387,7.066,30,23.15
2022-06-01T04:00,0.4,0.61,3.301,7.04,30,23.05
2022-06-01T04:30,0.399,0.64,3.528,7.216,32,23.05
2022-06-01T05:00,0.408,0.71,3.526,7.304,32,23.05
2022-06-01T05:30,0.367,0.57,3.445,7.016,33,23
2022-06-01T06:00,0.399,0.67,3.45,7.025,35,23.05
2022-06-01T06:30,0.383,0.65,3.149,2.548,28,23.05
2022-06-01T07:00,0.402,0.65,3.355,6.964,36,23.05
2022-06-01T07:30,0.385,0.59,3.363,7.038,286,23.1
2022-06-01T08:00,0.376,0.65,3.355,6.931,291,23.1
2022-06-01T08:30,0.36,0.67,3.59,6.974,26,23.15
2022-06-01T09:00,0.356,0.62,3.527,10.29,26,23.2
2022-06-01T09:30,0.339,0.61,3.467,6.605,25,23.2
2022-06-01T10:00,0.366,0.68,3.34,6.925,92,23.2
2022-06-01T10:30,0.403,0.66,3.2,9.293,28,23.25
2022-06-01T11:00,0.429,0.73,3.173,10.805,218,23.4
2022-06-01T11:30,0.486,0.82,2.978,2.506,87,23.4
2022-06-01T12:00,0.56,0.95,3.018,2.876,248,23.4
2022-06-01T12:30,0.572,0.96,3.063,3.011,265,23.4
2022-06-01T13:00,0.567,0.91,3.179,3.086,257,23.4
2022-06-01T13:30,0.544,0.91,3.248,8.969,277,23.35
2022-06-01T14:00,0.528,0.97,3.145,3.006,267,23.35
2022-06-01T14:30,0.523,1.1,3.18,3.046,257,23.3
2022-06-01T15:00,0.569,0.95,3.067,2.977,271,23.2
2022-06-01T15:30,0.578,1.09,3.233,3.057,272,23.2
2022-06-01T16:00,0.556,1.15,3.216,3.203,274,23.15
2022-06-01T16:30,0.593,1.12,3.104,3.246,268,23.15
2022-06-01T17:00,0.564,0.89,3.219,3.341,275,22.55
2022-06-01T17:30,0.561,1.05,3.212,3.456,254,22.5
2022-06-01T18:00,0.527,0.89,3.376,3.565,251,22.55
2022-06-01T18:30,0.485,0.82,3.379,3.67,240,22.55
2022-06-01T19:00,0.546,1,3.502,3.532,240,22.75
2022-06-01T19:30,0.584,1.03,3.343,3.753,241,23.3
2022-06-01T20:00,0.592,1.06,3.435,3.973,225,23.3
2022-06-01T20:30,0.589,1,3.405,3.875,206,23.3
2022-06-01T21:00,0.6,1.02,3.505,4.295,208,23.25
2022-06-01T21:30,0.608,1.12,3.452,3.419,223,23.25
2022-06-01T22:00,0.62,1.1,3.323,3.356,223,23.25
2022-06-01T22:30,0.635,1.14,3.424,3.414,194,23.2
2022-06-01T23:00,0.639,1.1,3.217,3.592,212,23.2
2022-06-01T23:30,0.688,1.209,3.25,3.557,202,23.2
2022-06-02T00:00,0.718,1.31,3.376,3.468,189,23.2
2022-06-02T00:30,0.66,1.094,3.059,3.01,178,23.2
2022-06-02T01:00,0.668,1.23,3.231,3.2,219,23.2
2022-06-02T01:30,0.608,1.06,3.133,3.196,213,23.2
2022-06-02T02:00,0.594,0.94,3.17,3.538,213,23.2
2022-06-02T02:30,0.528,0.81,3.247,3.542,184,22.95
2022-06-02T03:00,0.488,0.8,3.16,3.601,177,22.9
2022-06-02T03:30,0.488,0.78,3.163,3.296,175,22.9
2022-06-02T04:00,0.552,0.91,3.05,3.185,180,22.85
2022-06-02T04:30,0.593,1.01,3.105,2.899,247,22.75
2022-06-02T05:00,0.531,0.92,3.287,3.093,246,22.7
2022-06-02T05:30,0.544,0.92,3.089,3.002,246,22.65
2022-06-02T06:00,0.496,0.84,3.269,3.051,265,22.75
2022-06-02T06:30,0.499,0.76,3.201,2.969,261,22.7
2022-06-02T07:00,0.493,0.91,3.333,11.484,240,22.75
2022-06-02T07:30,0.471,0.81,3.388,3.422,99,22.9
2022-06-02T08:00,0.515,0.81,3.572,3.362,94,23
2022-06-02T08:30,0.488,0.77,3.726,3.478,196,23.05
2022-06-02T09:00,0.512,0.87,3.594,3.422,192,23.1
2022-06-02T09:30,0.5,0.9,3.66,10.753,182,23.1
2022-06-02T10:00,0.538,0.92,3.67,3.354,104,23.1
2022-06-02T10:30,0.561,0.94,3.519,3.422,173,23.1
2022-06-02T11:00,0.589,1.023,3.555,3.484,168,23.1
2022-06-02T11:30,0.567,0.91,3.555,3.607,161,23.1
2022-06-02T12:00,0.566,0.86,3.647,3.176,165,23.05
2022-06-02T12:30,0.549,1.08,3.583,12.697,88,23.05
2022-06-02T13:00,0.568,0.96,3.841,11.386,175,23.05
2022-06-02T13:30,0.577,1.1,3.977,9.403,84,23.1
2022-06-02T14:00,0.562,1.08,3.928,9.074,95,23.15
2022-06-02T14:30,0.557,0.96,4.191,8.237,91,23.15
2022-06-02T15:00,0.577,1.06,4.739,10.3,97,23.15
2022-06-02T15:30,0.541,0.97,4.714,11.433,92,23.15
2022-06-02T16:00,0.536,0.95,4.817,10.738,94,23.15
2022-06-02T16:30,0.511,0.9,4.849,11.499,95,23.15
2022-06-02T17:00,0.5,0.88,4.824,12.36,95,23.1
2022-06-02T17:30,0.527,0.95,5.019,11.908,92,23
2022-06-02T18:00,0.537,0.93,5.176,12.237,98,22.95
2022-06-02T18:30,0.563,1.05,5.457,12.81,95,22.85
2022-06-02T19:00,0.56,1,5.521,11.8,92,22.9
2022-06-02T19:30,0.546,0.97,5.719,10.874,91,22.85
2022-06-02T20:00,0.52,0.87,5.367,11.424,98,22.85
2022-06-02T20:30,0.568,0.9,5.557,11.49,99,22.85
2022-06-02T21:00,0.561,1.04,5.73,12.113,97,22.8
2022-06-02T21:30,0.518,0.93,5.506,12.08,94,22.8
2022-06-02T22:00,0.531,0.93,4.943,10.225,99,22.85
2022-06-02T22:30,0.53,1.16,4.63,10.74,98,22.85
2022-06-02T23:00,0.537,1.02,4.375,11.377,101,22.85
2022-06-02T23:30,0.558,0.95,4.366,12.699,91,22.85
2022-06-03T00:00,0.541,1.03,4.385,12.953,99,22.85
2022-06-03T00:30,0.565,1.09,4.297,12.827,90,22.85
2022-06-03T01:00,0.532,0.97,4.133,10.839,88,22.8
2022-06-03T01:30,0.541,0.92,4.477,13.05,87,22.8
2022-06-03T02:00,0.515,0.93,4.272,11.617,87,22.8
2022-06-03T02:30,0.545,0.88,4.674,12.661,85,22.7
2022-06-03T03:00,0.517,1.08,4.265,11.582,80,22.65
2022-06-03T03:30,0.516,1.13,4.128,12.892,81,22.6
2022-06-03T04:00,0.56,1.14,4.349,12.204,81,22.65
2022-06-03T04:30,0.558,1.1,4.24,12.014,84,22.6
2022-06-03T05:00,0.574,1.13,4.465,10.964,94,22.6
2022-06-03T05:30,0.527,1.06,4.249,12.207,99,22.55
2022-06-03T06:00,0.508,0.88,4.08,12.674,94,22.6
2022-06-03T06:30,0.575,0.98,4.575,11.461,95,22.65
2022-06-03T07:00,0.543,0.92,4.311,11.014,105,22.7
2022-06-03T07:30,0.523,1.14,4.2,10.761,95,22.8
2022-06-03T08:00,0.524,0.88,4.87,11.905,98,22.75
2022-06-03T08:30,0.502,0.79,4.818,12.12,101,22.65
2022-06-03T09:00,0.535,0.93,5.439,11.975,92,22.6
2022-06-03T09:30,0.519,0.84,5.12,11.701,99,22.65
2022-06-03T10:00,0.499,0.86,4.775,10.328,94,22.65
2022-06-03T10:30,0.49,0.95,4.571,10.716,95,22.7
2022-06-03T11:00,0.493,0.8,4.855,10.85,99,22.7
2022-06-03T11:30,0.509,0.84,5.44,11.431,97,22.75
2022-06-03T12:00,0.489,0.83,5.183,11.092,92,22.8
2022-06-03T12:30,0.439,0.84,5.285,10.612,91,21.95
2022-06-03T13:00,0.461,0.72,5.427,10.451,95,22.2
2022-06-03T13:30,0.475,0.88,5.723,11.248,99,22.3
2022-06-03T14:00,0.468,0.89,6.044,9.757,94,22.25
2022-06-03T14:30,0.518,0.88,6.22,10.815,95,22.2
2022-06-03T15:00,0.497,0.87,6.106,9.343,95,22.3
2022-06-03T15:30,0.472,0.7,5.963,10.814,98,22.25
2022-06-03T16:00,0.492,0.85,5.639,10.31,94,22.2
2022-06-03T16:30,0.498,0.8,4.773,10.765,97,22.2
2022-06-03T17:00,0.518,0.9,4.334,9.777,98,22.25
2022-06-03T17:30,0.535,0.89,4.063,10.914,101,22.4
2022-06-03T18:00,0.549,0.87,3.589,11.454,101,22.5
2022-06-03T18:30,0.609,1.07,3.493,11.181,94,22.7
2022-06-03T19:00,0.719,1.06,3.713,10.848,95,22.8
2022-06-03T19:30,0.768,1.21,3.718,3.332,87,22.8
2022-06-03T20:00,0.867,1.41,3.768,4.039,106,22.8
2022-06-03T20:30,0.995,1.604,3.76,4.029,19,22.85
2022-06-03T21:00,1.083,2.06,4.041,4.497,18,22.85
2022-06-03T21:30,1.202,2.27,4.226,4.589,18,22.85
2022-06-03T22:00,1.285,2.2,4.131,4.592,14,22.85
2022-06-03T22:30,1.31,2.122,4.391,4.621,8,22.85
2022-06-03T23:00,1.212,2.19,4.633,5.311,8,22.8
2022-06-03T23:30,1.3,1.94,4.744,5.106,102,22.8
2022-06-04T00:00,1.182,2.17,4.483,5.303,9,22.8
2022-06-04T00:30,1.216,2.23,4.46,5.343,11,22.8
2022-06-04T01:00,1.267,2.38,4.536,5.336,12,22.8
2022-06-04T01:30,1.234,1.82,4.674,5.302,7,22.8
2022-06-04T02:00,1.177,1.9,4.667,5.449,14,22.8
2022-06-04T02:30,1.207,2.11,4.34,5.324,26,22.8
2022-06-04T03:00,1.189,2.08,4.508,5.198,18,22.8
2022-06-04T03:30,1.162,2.14,4.474,5.202,104,22.8
2022-06-04T04:00,1.194,2.13,4.758,5.313,28,22.8
2022-06-04T04:30,1.041,1.87,4.423,5.627,23,22.75
2022-06-04T05:00,0.992,1.51,4.316,5.445,23,22.75
2022-06-04T05:30,1.143,2.1,4.529,5.565,18,22.7
2022-06-04T06:00,0.998,1.64,4.361,5.765,25,22.7
2022-06-04T06:30,1.032,1.62,4.418,5.569,26,22.65
2022-06-04T07:00,0.985,1.51,4.525,5.249,21,22.65
2022-06-04T07:30,1.006,1.8,4.612,5.215,26,22.65
2022-06-04T08:00,0.936,1.75,4.764,5.947,30,22.7
2022-06-04T08:30,0.854,1.56,4.433,5.019,29,22.7
2022-06-04T09:00,0.857,1.48,4.439,5.435,29,22.75
2022-06-04T09:30,0.827,1.28,4.307,5.631,28,22.75
2022-06-04T10:00,0.751,1.4,4.281,5.481,35,22.75
2022-06-04T10:30,0.78,1.28,4.2,5.481,40,22.75
2022-06-04T11:00,0.754,1.44,3.998,5.182,33,22.75
2022-06-04T11:30,0.724,1.53,4.031,5.298,28,22.8
2022-06-04T12:00,0.662,1.17,4.173,5.219,94,22.8
2022-06-04T12:30,0.651,1.2,3.801,5.19,101,22.8
2022-06-04T13:00,0.7,1.23,3.701,12.815,32,22.8
2022-06-04T13:30,0.682,1.1,3.844,12.911,91,22.8
2022-06-04T14:00,0.686,1.16,3.879,12.829,95,22.8
2022-06-04T14:30,0.666,1.07,4.06,12.252,94,22.8
2022-06-04T15:00,0.613,0.94,3.989,12.728,92,22.8
2022-06-04T15:30,0.629,1.14,3.908,12.642,84,22.75
2022-06-04T16:00,0.622,1.41,4.085,12.84,87,22.7
2022-06-04T16:30,0.603,1.07,3.929,12.22,84,22.65
2022-06-04T17:00,0.532,0.91,3.944,12.054,91,22.65
2022-06-04T17:30,0.589,1.04,4.614,12.327,87,22.6
2022-06-04T18:00,0.521,0.93,4.302,12.171,94,22.65
2022-06-04T18:30,0.539,0.94,4.329,12.396,95,22.6
2022-06-04T19:00,0.55,1.04,3.984,12.059,105,22.6
2022-06-04T19:30,0.585,0.97,4.044,12.887,92,22.6
