Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2022-02-13T03:00,2.02,3.11,6.519,11.554,101,25.8
2022-02-13T03:30,1.99,3.37,6.26,10.247,94,25.8
2022-02-13T04:00,1.839,3.27,6.084,11.362,88,25.8
2022-02-13T04:30,1.85,2.92,6.46,12.097,88,25.8
2022-02-13T05:00,1.849,2.93,6.292,11.817,91,25.8
2022-02-13T05:30,1.861,3,6.252,12.569,91,25.8
2022-02-13T06:00,1.7,2.83,5.832,10.786,91,25.8
2022-02-13T06:30,1.771,3.47,5.924,10.686,91,25.8
2022-02-13T07:00,1.816,3.01,6.348,11.497,95,25.8
2022-02-13T07:30,1.7,2.84,5.584,10.843,87,25.8
2022-02-13T08:00,1.847,3.134,6.256,11.295,87,25.8
2022-02-13T08:30,1.785,3.18,5.627,10.75,84,25.8
2022-02-13T09:00,1.808,3.37,5.78,11.766,88,25.8
2022-02-13T09:30,1.705,2.82,5.503,11.667,88,25.8
2022-02-13T10:00,1.707,3.28,5.43,12.041,90,25.8
2022-02-13T10:30,1.696,2.54,5.55,10.343,91,25.85
2022-02-13T11:00,1.722,3.42,5.858,11.511,77,25.8
2022-02-13T11:30,1.661,2.61,5.407,10.738,87,25.8
2022-02-13T12:00,1.628,3.27,5.448,11.487,84,25.8
2022-02-13T12:30,1.496,2.761,5.427,12.094,85,25.8
2022-02-13T13:00,1.617,2.76,5.321,10.215,91,25.8
2022-02-13T13:30,1.635,2.88,5.338,11.728,90,25.85
2022-02-13T14:00,1.581,2.51,5.381,11.558,90,25.85
2022-02-13T14:30,1.592,2.61,5.478,12.117,95,25.8
2022-02-13T15:00,1.634,2.68,5.443,11.467,92,25.8
2022-02-13T15:30,1.592,2.47,5.755,12.187,91,25.85
2022-02-13T16:00,1.543,2.58,5.57,11.46,87,25.85
2022-02-13T16:30,1.525,2.74,5.672,12.068,91,25.85
2022-02-13T17:00,1.565,2.63,5.604,10.266,94,25.85
2022-02-13T17:30,1.541,2.41,5.583,11.708,94,25.85
2022-02-13T18:00,1.496,2.42,5.429,12.725,95,25.8
2022-02-13T18:30,1.595,2.76,5.693,12.174,101,25.8
2022-02-13T19:00,1.643,2.61,5.972,11.934,90,25.85
2022-02-13T19:30,1.718,2.86,5.98,12.752,92,25.85
2022-02-13T20:00,1.722,2.44,6.323,13.048,90,25.8
2022-02-13T20:30,1.777,2.67,6.375,13.668,91,25.8
2022-02-13T21:00,1.87,3.03,6.577,13.654,85,25.8
2022-02-13T21:30,1.756,2.65,6.166,13.776,87,25.8
2022-02-13T22:00,1.818,2.84,6.201,12.232,85,25.8
2022-02-13T22:30,1.929,3.75,6.371,14.616,87,25.8
2022-02-13T23:00,2.061,3.34,6.417,13.872,90,25.75
2022-02-13T23:30,2.015,2.91,6.712,13.257,88,25.75
2022-02-14T00:00,2.047,2.92,6.595,13.942,83,25.75
2022-02-14T00:30,1.868,3.24,6.2,12.724,83,25.75
2022-02-14T01:00,1.984,2.88,6.504,13.547,85,25.75
2022-02-14T01:30,2.027,3.68,6.242,13.094,84,25.75
2022-02-14T02:00,1.84,3.39,6.274,10.828,92,25.75
2022-02-14T02:30,1.868,3.03,6.204,10.48,95,25.75
2022-02-14T03:00,1.816,3.43,6.231,12.914,101,25.75
2022-02-14T03:30,1.644,2.56,6.072,10.735,97,25.7
2022-02-14T04:00,1.503,2.35,6.114,10.995,98,25.75
2022-02-14T04:30,1.462,2.11,6.366,10.818,98,25.75
2022-02-14T05:00,1.45,2.27,6.831,11.4,99,25.75
2022-02-14T05:30,1.487,2.23,6.131,12.041,98,25.75
2022-02-14T06:00,1.457,2.55,5.539,9.682,95,25.75
2022-02-14T06:30,1.504,2.35,5.724,10.828,101,25.75
2022-02-14T07:00,1.477,2.75,5.691,11.692,99,25.8
2022-02-14T07:30,1.598,2.3,5.724,8.149,102,25.75
2022-02-14T08:00,1.544,2.43,5.43,6.21,94,25.8
2022-02-14T08:30,1.46,2.225,5.577,11.731,98,25.8
2022-02-14T09:00,1.466,2.23,5.575,7.167,95,25.75
2022-02-14T09:30,1.535,2.93,5.441,8.448,91,25.8
2022-02-14T10:00,1.526,2.3,5.346,6.344,92,25.8
2022-02-14T10:30,1.501,2.42,5.365,7.543,91,25.8
2022-02-14T11:00,1.469,2.69,5.3,7.035,94,25.8
2022-02-14T11:30,1.469,2.51,5.365,7,88,25.75
2022-02-14T12:00,1.415,2.14,5.08,6.334,95,25.8
2022-02-14T12:30,1.453,2.3,5.262,7.542,94,25.8
2022-02-14T13:00,1.532,2.19,5.381,7.124,92,25.75
2022-02-14T13:30,1.552,2.55,5.069,7.026,95,25.75
2022-02-14T14:00,1.615,2.66,5.419,7.569,91,25.75
2022-02-14T14:30,1.472,2.37,5.224,7.508,98,25.75
2022-02-14T15:00,1.547,2.19,5.34,5.965,88,25.75
2022-02-14T15:30,1.584,2.68,5.323,7.301,91,25.75
2022-02-14T16:00,1.559,2.4,5.052,5.993,91,25.8
2022-02-14T16:30,1.593,2.75,5.348,6.965,91,25.8
2022-02-14T17:00,1.526,3.217,5.182,7.566,94,25.8
2022-02-14T17:30,1.574,3.07,5.286,6.803,99,25.8
2022-02-14T18:00,1.667,2.61,5.49,7.053,88,25.8
2022-02-14T18:30,1.656,3.03,5.622,7.856,98,25.8
2022-02-14T19:00,1.596,3,5.448,7.618,85,25.8
2022-02-14T19:30,1.649,2.74,5.54,9.297,83,25.8
2022-02-14T20:00,1.749,3.88,5.618,12.999,85,25.8
2022-02-14T20:30,1.796,3.05,5.563,8.243,88,25.75
2022-02-14T21:00,1.718,2.68,5.474,12.952,94,25.75
2022-02-14T21:30,1.927,2.748,6.026,12.859,88,25.75
2022-02-14T22:00,1.857,3.244,5.665,8.813,88,25.75
2022-02-14T22:30,1.812,2.79,5.955,8.844,85,25.75
2022-02-14T23:00,1.978,3.26,6.035,7.929,87,25.8
2022-02-14T23:30,1.862,3.79,5.491,8.198,83,25.75
2022-02-15T00:00,1.76,2.93,5.809,8.63,85,25.75
2022-02-15T00:30,1.703,2.63,5.529,8.466,85,25.75
2022-02-15T01:00,1.771,3.24,5.789,8.159,84,25.7
2022-02-15T01:30,1.66,3.29,5.664,7.352,80,25.75
2022-02-15T02:00,1.66,2.72,5.881,8.842,90,25.7
2022-02-15T02:30,1.575,2.43,5.991,7.91,84,25.75
2022-02-15T03:00,1.599,2.62,5.422,8.493,87,25.75
2022-02-15T03:30,1.724,3.02,5.911,9.313,85,25.7
2022-02-15T04:00,1.581,2.606,5.7,8.088,80,25.7
2022-02-15T04:30,1.56,2.8,5.792,8.529,88,25.75
2022-02-15T05:00,1.503,2.83,5.808,8.483,87,25.75
2022-02-15T05:30,1.51,2.68,5.832,8.929,81,25.75
2022-02-15T06:00,1.458,2.51,5.486,8.539,80,25.75
2022-02-15T06:30,1.508,2.53,5.618,8.171,83,25.75
2022-02-15T07:00,1.448,2.63,5.578,7.873,81,25.75
2022-02-15T07:30,1.442,2.46,5.701,8.193,78,25.75
2022-02-15T08:00,1.538,2.3,5.271,8.546,85,25.7
2022-02-15T08:30,1.536,2.52,5.597,8.452,83,25.7
2022-02-15T09:00,1.528,2.64,5.521,7.854,85,25.7
2022-02-15T09:30,1.618,2.89,5.274,7.817,83,25.75
2022-02-15T10:00,1.666,2.52,5.609,8.134,84,25.75
2022-02-15T10:30,1.575,2.67,5.176,8.17,78,25.75
2022-02-15T11:00,1.633,2.481,5.16,8.101,80,25.75
2022-02-15T11:30,1.689,3.67,5.361,8.2,81,25.8
2022-02-15T12:00,1.614,2.57,5.549,7.517,80,25.75
2022-02-15T12:30,1.493,2.5,5.406,8.028,84,25.75
2022-02-15T13:00,1.641,2.43,5.864,7.515,78,25.75
2022-02-15T13:30,1.499,2.59,5.392,7.837,83,25.75
2022-02-15T14:00,1.472,2.19,5.434,7.743,88,25.75
2022-02-15T14:30,1.581,2.96,5.503,8.177,81,25.7
2022-02-15T15:00,1.603,2.6,5.57,8.073,84,25.65
2022-02-15T15:30,1.68,3.13,5.696,8.45,83,25.65
2022-02-15T16:00,1.507,2.39,5.154,7.681,83,25.7
2022-02-15T16:30,1.629,2.79,5.648,8.295,83,25.7
2022-02-15T17:00,1.49,2.64,5.319,8.096,78,25.7
2022-02-15T17:30,1.373,2.5,5.058,8.522,83,25.7
2022-02-15T18:00,1.476,2.239,5.127,8.144,81,25.75
2022-02-15T18:30,1.491,2.757,5.312,8.259,85,25.7
2022-02-15T19:00,1.602,2.53,5.354,8.556,87,25.7
2022-02-15T19:30,1.658,2.72,5.396,8.132,78,25.7
2022-02-15T20:00,1.703,2.7,5.433,7.92,80,25.7
2022-02-15T20:30,1.587,2.4,5.315,8.848,83,25.7
2022-02-15T21:00,1.688,2.84,5.378,7.6,88,25.7
2022-02-15T21:30,1.76,2.94,5.588,9.184,77,25.7
2022-02-15T22:00,1.673,2.85,5.254,7.567,80,25.65
2022-02-15T22:30,1.843,3.25,5.624,7.947,77,25.65
2022-02-15T23:00,1.724,3.148,5.596,8.555,84,25.65
2022-02-15T23:30,1.786,2.806,5.576,8.468,81,25.65
2022-02-16T00:00,1.725,2.62,5.351,8.486,83,25.65
2022-02-16T00:30,1.733,2.73,5.608,8.852,78,25.65
2022-02-16T01:00,1.656,2.77,5.595,8.477,78,25.6
2022-02-16T01:30,1.678,2.69,5.714,8.423,87,25.6
2022-02-16T02:00,1.61,2.62,5.773,8.219,84,25.6
2022-02-16T02:30,1.58,2.48,5.7,8.173,80,25.6
2022-02-16T03:00,1.513,2.97,5.678,8.303,78,25.6
2022-02-16T03:30,1.52,2.29,5.704,8.282,85,25.6
2022-02-16T04:00,1.606,2.51,5.819,8.467,80,25.6
2022-02-16T04:30,1.542,2.49,5.515,8.193,83,25.6
2022-02-16T05:00,1.549,3.28,5.479,8.798,88,25.65
2022-02-16T05:30,1.607,2.47,5.667,8.231,84,25.65
2022-02-16T06:00,1.529,2.4,5.667,8.565,87,25.65
2022-02-16T06:30,1.508,2.39,5.648,8.486,80,25.6
2022-02-16T07:00,1.471,2.75,5.498,8.204,81,25.6
2022-02-16T07:30,1.453,2.56,5.97,8.251,84,25.65
2022-02-16T08:00,1.492,2.36,5.729,8.303,85,25.65
2022-02-16T08:30,1.539,2.62,5.494,8.183,85,25.65
2022-02-16T09:00,1.614,2.62,5.587,8.731,84,25.65
2022-02-16T09:30,1.517,2.21,5.22,7.454,85,25.65
2022-02-16T10:00,1.557,3.66,5.508,8.092,83,25.65
2022-02-16T10:30,1.511,2.72,5.249,8.323,75,25.65
2022-02-16T11:00,1.541,2.55,5.261,7.579,84,25.65
2022-02-16T11:30,1.606,2.7,5.345,8.166,78,25.65
2022-02-16T12:00,1.595,2.93,5.482,8.77,81,25.7
2022-02-16T12:30,1.53,2.68,5.703,8.64,77,25.7
2022-02-16T13:00,1.623,2.78,5.581,8.589,84,25.7
2022-02-16T13:30,1.599,2.58,5.644,8.715,80,25.7
2022-02-16T14:00,1.513,2.43,5.623,8.535,84,25.75
2022-02-16T14:30,1.448,2.73,5.639,8.457,85,25.75
2022-02-16T15:00,1.362,2.28,5.724,8.315,78,25.75
2022-02-16T15:30,1.385,2.35,5.742,8.237,80,25.75
2022-02-16T16:00,1.44,2.33,5.736,7.895,90,25.75
2022-02-16T16:30,1.339,2.48,5.606,8.545,81,25.8
2022-02-16T17:00,1.389,2.84,5.924,9.251,91,25.8
2022-02-16T17:30,1.323,2.35,5.611,8.867,90,25.8
2022-02-16T18:00,1.303,2.1,5.975,8.594,84,25.8
2022-02-16T18:30,1.255,2.22,5.84,8.789,84,25.8
2022-02-16T19:00,1.246,2.13,5.811,8.723,85,25.8
2022-02-16T19:30,1.194,1.73,5.642,8.588,80,25.8
2022-02-16T20:00,1.327,2.16,5.782,8.42,85,25.75
2022-02-16T20:30,1.155,2.29,5.423,7.955,84,25.75
2022-02-16T21:00,1.152,2.09,5.457,8.188,84,25.75
2022-02-16T21:30,1.104,1.72,5.368,8.216,77,25.75
2022-02-16T22:00,1.112,1.93,5.213,7.832,81,25.75
2022-02-16T22:30,1.081,1.86,5.147,7.062,83,25.75
2022-02-16T23:00,1.176,2.01,5.665,8.189,85,25.75
2022-02-16T23:30,1.051,1.6,5.515,8.127,77,25.7
2022-02-17T00:00,1.046,1.63,5.554,7.804,85,25.7
2022-02-17T00:30,1.164,1.9,5.554,7.776,90,25.7
2022-02-17T01:00,1.037,1.62,5.62,8.203,81,25.65
2022-02-17T01:30,1.039,1.78,5.558,8.59,87,25.65
2022-02-17T02:00,1.055,1.9,5.672,7.654,87,25.65
2022-02-17T02:30,1.034,1.67,5.615,8.119,85,25.65
2022-02-17T03:00,0.968,1.79,5.524,7.868,91,25.65
2022-02-17T03:30,1.04,1.78,5.731,8.5,87,25.65
2022-02-17T04:00,0.97,1.69,5.446,7.647,85,25.65
2022-02-17T04:30,0.962,1.58,5.505,7.835,80,25.65
2022-02-17T05:00,0.992,1.88,5.807,7.571,84,25.6
2022-02-17T05:30,1.021,1.7,5.441,7.269,90,25.6
2022-02-17T06:00,0.993,1.65,5.356,8.798,80,25.65
2022-02-17T06:30,0.984,1.49,5.482,7.288,84,25.65
2022-02-17T07:00,1,1.69,5.75,7.936,80,25.65
2022-02-17T07:30,0.986,1.67,5.69,8.661,83,25.65
2022-02-17T08:00,1.029,1.66,5.618,8.516,83,25.65
2022-02-17T08:30,1.099,1.89,5.669,8.309,77,25.7
2022-02-17T09:00,1.001,1.63,5.633,7.86,78,25.7
2022-02-17T09:30,1.056,1.86,5.783,8.1,80,25.75
2022-02-17T10:00,0.988,1.65,5.204,8.646,74,25.75
2022-02-17T10:30,1.012,1.68,5.594,8.447,81,25.8
2022-02-17T11:00,0.956,1.59,5.479,8.248,77,25.9
2022-02-17T11:30,1.065,1.81,5.938,7.963,77,26.05
2022-02-17T12:00,0.977,1.52,5.721,8.881,77,26.3
2022-02-17T12:30,1.01,1.75,5.837,8.137,83,26.5
2022-02-17T13:00,0.991,1.76,5.728,8.196,78,26.5
2022-02-17T13:30,1.01,1.78,5.827,7.857,78,26.2
2022-02-17T14:00,0.992,1.67,5.871,7.269,83,26.3
2022-02-17T14:30,1.008,1.7,5.937,8.486,85,26.3
2022-02-17T15:00,0.965,1.56,6.055,8.512,84,26.35
2022-02-17T15:30,0.88,1.76,5.759,8.498,88,26.25
2022-02-17T16:00,0.842,1.33,5.635,8.22,87,26.2
2022-02-17T16:30,0.837,1.43,5.607,8.204,83,26.2
2022-02-17T17:00,0.835,1.25,5.322,7.469,85,26.2
2022-02-17T17:30,0.844,1.99,5.334,7.315,81,26.05
2022-02-17T18:00,0.868,1.51,5.446,7.809,88,26.05
2022-02-17T18:30,0.83,1.37,5.592,7.539,75,26
2022-02-17T19:00,0.782,1.16,5.415,8.177,80,26.25
2022-02-17T19:30,0.857,1.57,5.554,7.666,87,26.15
2022-02-17T20:00,0.943,1.37,6.013,7.914,77,26
2022-02-17T20:30,0.942,1.5,6.086,8.384,84,26
2022-02-17T21:00,0.93,1.6,5.708,8.118,83,25.95
2022-02-17T21:30,0.887,1.53,5.895,7.821,74,25.95
2022-02-17T22:00,0.827,1.46,5.433,6.353,87,25.95
2022-02-17T22:30,0.928,1.78,5.505,7.021,84,25.9
2022-02-17T23:00,0.865,1.53,5.534,7.512,73,25.85
2022-02-17T23:30,0.914,1.54,5.761,8.213,78,25.85
2022-02-18T00:00,0.876,1.91,5.569,8.166,74,25.85
2022-02-18T00:30,0.91,1.6,5.601,8.346,78,25.85
2022-02-18T01:00,0.911,1.72,5.591,7.848,78,25.85
2022-02-18T01:30,0.989,1.63,5.645,8.332,84,25.85
2022-02-18T02:00,0.975,1.64,5.684,7.585,84,25.85
2022-02-18T02:30,0.946,1.72,5.622,7.879,83,25.85
2022-02-18T03:00,0.929,1.81,5.696,7.443,90,25.85
2022-02-18T03:30,0.962,1.56,5.838,7.872,84,25.85
2022-02-18T04:00,0.957,1.69,5.859,8.187,87,25.8
2022-02-18T04:30,0.868,1.39,5.97,8.423,87,25.8
2022-02-18T05:00,0.885,1.62,6.175,8.42,88,25.85
2022-02-18T05:30,0.804,1.41,6.115,8.5,88,25.85
2022-02-18T06:00,0.913,1.51,6.467,8.55,80,25.85
2022-02-18T06:30,0.91,1.54,6.265,8.226,87,25.8
2022-02-18T07:00,0.83,1.29,6.243,7.853,87,25.8
2022-02-18T07:30,0.812,1.27,6.436,8.218,87,25.8
2022-02-18T08:00,0.722,1.23,6.241,8.113,87,25.8
2022-02-18T08:30,0.719,1.18,6.208,8.211,84,25.9
2022-02-18T09:00,0.789,1.3,6.468,8.216,71,25.95
2022-02-18T09:30,0.833,1.41,6.507,8.249,81,26.05
2022-02-18T10:00,0.765,1.35,6.332,7.917,85,26.1
2022-02-18T10:30,0.844,1.83,6.477,8.789,85,26.5
2022-02-18T11:00,0.786,1.24,6.246,8.131,75,26.65
2022-02-18T11:30,0.817,1.41,6.403,8.72,78,26.9
2022-02-18T12:00,0.798,1.17,6.624,8.113,81,27.05
2022-02-18T12:30,0.815,1.23,6.26,7.91,85,27.25
2022-02-18T13:00,0.836,1.41,6.393,8.138,81,26.95
2022-02-18T13:30,0.827,1.48,5.961,8.508,87,26.6
2022-02-18T14:00,0.848,1.41,5.865,7.935,83,26.6
2022-02-18T14:30,0.849,1.52,5.311,8.516,87,26.5
2022-02-18T15:00,0.904,1.46,5.188,8.182,91,26.45
2022-02-18T15:30,0.895,1.63,5.054,8.404,91,26.35
2022-02-18T16:00,0.763,1.17,4.455,8.288,87,26.35
2022-02-18T16:30,0.916,1.85,4.524,8.538,90,26.35
2022-02-18T17:00,0.865,1.62,4.529,8.113,87,26.4
2022-02-18T17:30,0.947,1.56,5.026,8.548,87,26.45
2022-02-18T18:00,0.888,1.49,4.697,8.466,90,26.4
2022-02-18T18:30,0.855,1.52,4.847,8.358,92,26.35
2022-02-18T19:00,0.826,1.39,4.759,8.155,85,26.25
2022-02-18T19:30,0.869,1.5,5.002,8.522,95,26.2
2022-02-18T20:00,0.839,1.4,4.529,8.507,85,26.15
2022-02-18T20:30,0.899,1.63,4.974,8.509,88,26.1
2022-02-18T21:00,0.883,1.46,4.985,8.26,84,26.1
2022-02-18T21:30,0.921,1.38,5.194,8.219,85,26.05
2022-02-18T22:00,0.854,1.38,5.124,8.094,88,26.05
2022-02-18T22:30,0.923,1.52,5.119,8.055,85,26.05
2022-02-18T23:00,0.845,1.31,5.014,8.564,92,26.05
2022-02-18T23:30,0.864,1.44,5.156,8.148,85,26.05
2022-02-19T00:00,0.959,1.49,5.663,8.05,87,26.05
2022-02-19T00:30,0.833,1.35,5.492,8.865,87,26.05
2022-02-19T01:00,0.952,1.72,5.921,8.667,83,26.05
2022-02-19T01:30,0.953,1.7,5.716,8.235,85,26.05
2022-02-19T02:00,0.967,1.39,6.005,8.338,87,26.05
2022-02-19T02:30,0.91,1.78,5.727,8.651,87,26.05
2022-02-19T03:00,0.867,1.51,5.789,8.813,87,26.05
2022-02-19T03:30,0.914,1.67,6.049,7.977,92,26.05
2022-02-19T04:00,0.822,1.62,5.986,8.036,88,26
2022-02-19T04:30,0.902,1.92,6.125,9.219,75,26
2022-02-19T05:00,0.909,1.59,6.173,8.645,84,26
2022-02-19T05:30,0.844,1.48,6.139,8.496,88,26
2022-02-19T06:00,0.825,1.86,5.947,9.232,88,26
2022-02-19T06:30,0.789,1.24,6.068,8.501,90,26
2022-02-19T07:00,0.845,1.72,6.599,9.326,87,26
2022-02-19T07:30,0.836,1.24,7.014,9.753,80,26
2022-02-19T08:00,0.778,1.26,6.486,8.911,81,26
2022-02-19T08:30,0.774,1.3,6.588,8.566,87,26.05
2022-02-19T09:00,0.811,1.47,6.675,9.014,84,26.05
2022-02-19T09:30,0.83,1.38,6.481,9.279,81,26.1
2022-02-19T10:00,0.789,1.34,5.933,9.055,81,26.15
2022-02-19T10:30,0.788,1.2,6.249,8.822,83,26.2
2022-02-19T11:00,0.817,1.45,6.159,9.332,81,26.3
2022-02-19T11:30,0.833,1.33,6.349,9.155,83,26.6
2022-02-19T12:00,0.814,1.41,6.169,9.216,77,26.65
2022-02-19T12:30,0.852,1.37,6.141,9.311,81,26.6
2022-02-19T13:00,0.831,1.42,6.453,8.855,77,26.6
2022-02-19T13:30,0.827,1.27,5.927,9.018,78,26.6
2022-02-19T14:00,0.835,1.62,4.784,8.787,80,26.55
2022-02-19T14:30,0.899,1.78,4.585,8.913,80,26.6
2022-02-19T15:00,0.927,1.71,4.469,8.531,83,26.4
2022-02-19T15:30,0.887,1.62,4.485,8.307,83,26.3
2022-02-19T16:00,0.925,1.49,5.025,8.582,87,26.3
2022-02-19T16:30,0.787,1.34,4.863,8.853,84,26.3
2022-02-19T17:00,0.799,1.61,4.9,8.935,83,26.3
2022-02-19T17:30,0.839,1.47,5.305,7.961,78,26.25
2022-02-19T18:00,0.88,1.69,5.262,8.552,81,26.2
2022-02-19T18:30,0.809,1.19,4.903,9.311,87,26.35
2022-02-19T19:00,0.835,1.348,4.947,9.226,81,26.35
2022-02-19T19:30,0.868,1.57,4.896,7.871,85,26.25
2022-02-19T20:00,0.906,1.68,4.772,8.637,84,26.25
2022-02-19T20:30,0.876,1.47,4.699,9.14,88,26.15
2022-02-19T21:00,0.925,2.23,4.709,8.56,88,26.15
2022-02-19T21:30,0.878,1.52,4.614,7.816,85,26.2
2022-02-19T22:00,0.958,1.45,4.769,8.804,85,26.2
2022-02-19T22:30,0.889,1.43,4.603,9.252,83,26.15
2022-02-19T23:00,0.893,1.52,4.654,8.88,84,26.15
2022-02-19T23:30,0.876,1.38,4.539,8.9,87,26.2
2022-02-20T00:00,0.871,1.31,4.723,8.84,85,26.2
2022-02-20T00:30,0.905,1.72,4.659,8.601,81,26.15
2022-02-20T01:00,0.944,1.42,4.879,9.243,90,26.15
2022-02-20T01:30,0.892,1.6,4.672,8.952,80,26.15
2022-02-20T02:00,0.908,1.46,4.93,8.891,88,26.1
2022-02-20T02:30,0.924,1.69,4.94,8.418,87,26.1
2022-02-20T03:00,0.917,1.62,4.881,7.613,85,26.1
2022-02-20T03:30,0.911,2.02,4.933,8.844,91,26.1
2022-02-20T04:00,0.886,1.78,4.791,5.217,90,26.1
2022-02-20T04:30,0.9,1.51,4.958,8.943,81,26.1
2022-02-20T05:00,0.841,1.36,4.933,8.866,87,26.1
2022-02-20T05:30,0.875,1.63,4.801,9.143,84,26.05
2022-02-20T06:00,0.842,1.32,5.04,8.365,81,26.05
2022-02-20T06:30,0.788,1.24,4.925,9.034,88,26.05
2022-02-20T07:00,0.79,1.31,4.985,8.877,90,26.05
2022-02-20T07:30,0.779,1.1,5.21,8.832,94,26.05
2022-02-20T08:00,0.76,1.32,5.227,8.634,91,26.1
2022-02-20T08:30,0.715,1.19,5.067,8.889,88,26.1
2022-02-20T09:00,0.763,1.65,5.18,8.501,91,26.15
2022-02-20T09:30,0.743,1.21,5.198,8.577,90,26.15
2022-02-20T10:00,0.766,1.86,5.258,8.89,94,26.2
2022-02-20T10:30,0.734,1.23,4.964,8.868,92,26.25
2022-02-20T11:00,0.751,1.19,5.033,9.054,87,26.35
2022-02-20T11:30,0.713,1.17,4.91,8.948,90,26.3
2022-02-20T12:00,0.802,1.26,5.002,8.845,90,26.25
2022-02-20T12:30,0.795,1.37,4.86,8.539,81,26.3
2022-02-20T13:00,0.842,1.35,5.006,8.522,88,26.3
2022-02-20T13:30,0.815,1.27,5.048,8.536,84,26.4
2022-02-20T14:00,0.808,1.34,4.855,8.521,85,26.4
2022-02-20T14:30,0.841,1.25,4.873,8.313,85,26.5
2022-02-20T15:00,0.931,1.52,5.061,5.478,90,26.5
2022-02-20T15:30,0.884,1.39,4.749,7.645,85,26.55
2022-02-20T16:00,0.847,1.38,5.145,8.869,90,26.5
2022-02-20T16:30,0.781,1.13,4.627,8.52,90,26.5
2022-02-20T17:00,0.839,1.84,4.919,8.953,85,26.5
2022-02-20T17:30,0.768,1.29,4.781,8.613,87,26.45
2022-02-20T18:00,0.813,1.15,5.081,8.523,91,26.4
2022-02-20T18:30,0.749,1.38,4.964,8.23,88,26.45
2022-02-20T19:00,0.711,1.26,4.773,8.916,88,26.45
2022-02-20T19:30,0.742,1.43,4.743,8.868,84,26.4
2022-02-20T20:00,0.713,1.3,4.938,8.798,85,26.35
2022-02-20T20:30,0.712,1.32,4.663,8.308,90,26.3
2022-02-20T21:00,0.771,1.18,4.859,8.384,87,26.3
2022-02-20T21:30,0.774,1.2,4.976,7.017,92,26.25
2022-02-20T22:00,0.791,1.4,4.846,8.267,85,26.2
2022-02-20T22:30,0.794,1.4,4.794,8.172,88,26.15
2022-02-20T23:00,0.82,1.44,4.729,7.863,84,26.15
2022-02-20T23:30,0.775,1.26,4.754,8.839,84,26.15
2022-02-21T00:00,0.777,1.29,4.757,8.423,88,26.15
2022-02-21T00:30,0.8,1.39,4.931,8.753,88,26.15
2022-02-21T01:00,0.82,1.29,4.888,8.815,85,26.15
2022-02-21T01:30,0.802,1.24,5.031,8.351,85,26.15
2022-02-21T02:00,0.804,1.53,5.096,7.781,88,26.1
2022-02-21T02:30,0.837,1.56,5.195,8.08,90,26.1
2022-02-21T03:00,0.824,1.41,5.293,8.198,91,26.1
2022-02-21T03:30,0.848,1.37,5.185,7.891,87,26.15
2022-02-21T04:00,0.798,1.37,5.295,8.563,88,26.15
2022-02-21T04:30,0.803,1.38,5.048,9.133,83,26.2
2022-02-21T05:00,0.764,1.21,5.014,8.13,87,26.2
2022-02-21T05:30,0.738,1.2,5.29,8.861,91,26.2
2022-02-21T06:00,0.786,1.45,5.337,8.241,88,26.2
2022-02-21T06:30,0.743,1.36,5.29,8.217,88,26.2
2022-02-21T07:00,0.731,1.21,5.327,8.826,95,26.2
2022-02-21T07:30,0.701,1.11,5.132,8.52,88,26.15
2022-02-21T08:00,0.705,1.3,5.115,7.729,91,26.2
2022-02-21T08:30,0.764,1.17,5.073,8.042,92,26.15
2022-02-21T09:00,0.732,1.77,4.639,8.291,85,26.1
2022-02-21T09:30,0.712,1.09,4.891,8.811,91,26.1
2022-02-21T10:00,0.73,1.32,5.239,8.882,91,26.25
2022-02-21T10:30,0.722,1.14,5.432,8.312,87,26.4
2022-02-21T11:00,0.704,1.05,5.396,8.249,84,26.6
2022-02-21T11:30,0.714,1.35,4.941,8.171,81,26.9
2022-02-21T12:00,0.738,1.33,4.485,8.819,90,26.35
2022-02-21T12:30,0.696,1.26,5.105,7.571,87,26.2
2022-02-21T13:00,0.669,1.18,5.105,7.097,83,26.25
2022-02-21T13:30,0.622,1.15,5.321,8.753,85,26.3
2022-02-21T14:00,0.679,1.1,5.487,8.508,85,26.3
2022-02-21T14:30,0.696,0.95,5.78,8.172,84,26.35
2022-02-21T15:00,0.637,1.01,5.139,6.475,81,26.3
2022-02-21T15:30,0.707,1.05,5.42,7.88,81,26.35
2022-02-21T16:00,0.728,1.47,4.838,8.544,87,26.3
2022-02-21T16:30,0.76,1.45,4.71,8.179,77,26.3
2022-02-21T17:00,0.767,1.13,4.548,7.216,90,26.3
2022-02-21T17:30,0.821,1.58,4.338,6.953,77,26.3
2022-02-21T18:00,0.838,1.49,4.353,8.163,88,26.3
2022-02-21T18:30,0.793,1.32,4.169,8.518,84,26.3
2022-02-21T19:00,0.818,1.19,4.401,8.128,71,26.3
2022-02-21T19:30,0.764,1.24,4.345,8.488,84,26.3
2022-02-21T20:00,0.807,1.33,4.704,6.376,70,26.25
2022-02-21T20:30,0.732,1.24,4.934,7.603,91,26.25
2022-02-21T21:00,0.7,1.16,4.892,7.873,83,26.2
2022-02-21T21:30,0.702,1.23,5.041,6.573,92,26.2
2022-02-21T22:00,0.762,1.2,5.284,6.137,84,26.15
